Date,ContractCode,Item,TradingVolume(Long),TradingValue(Long)(Thousands),TradingVolume(Short),TradingValue(Short)(Thousands),TradingVolume(Net),TradingValue(Net)(Thousands),OpenInterest(Long),ContractValueofOpenInterest(Long)(Thousands),OpenInterest(Short),ContractValueofOpenInterest(Short)(Thousands),OpenInterest(Net),ContractValueofOpenInterest(Net)(Thousands),download_timestamp,process_timestamp
20260817,股票期貨,外資及陸資,556133,298754545,534150,296285767,21983,2468778,242673,157938565,655743,380131552,-413070,-222192987,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,股票期貨,投信,786,3121517,41,34897,745,3086620,3180,7512331,185,33626,2995,7478705,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,股票期貨,自營商,90002,40485989,102544,43625849,-12542,-3139860,111029,47924255,346636,207290495,-235607,-159366240,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺灣永續期貨,自營商,11,28269,11,28269,0,0,69,176887,69,176887,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,7,1518,-7,-1518,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺股期貨,外資及陸資,75719,695737611,73965,680602285,1754,15135326,14587,133905716,98061,901234918,-83474,-767329202,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺股期貨,投信,32094,296208228,34416,316462536,-2322,-20254308,81504,749158913,3491,32028315,78013,717130598,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,臺股期貨,自營商,9298,85494793,9544,87860810,-246,-2366018,4884,44908704,3863,35543481,1021,9365223,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,英國富時100期貨,外資及陸資,9,4889,129,69512,-120,-64623,5,2698,13,7067,-8,-4369,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,英國富時100期貨,自營商,27,14592,8,4349,19,10242,87,46974,0,0,87,46974,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,金融期貨,外資及陸資,180,567539,210,661590,-30,-94050,50,157567,254,800748,-204,-643181,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,金融期貨,投信,0,0,0,0,0,0,38,119723,0,0,38,119723,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,金融期貨,自營商,33,103971,53,167072,-20,-63101,21,66170,124,390697,-103,-324527,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,電子期貨,外資及陸資,300,3523430,286,3366763,14,156668,88,1031862,282,3315626,-194,-2283764,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,電子期貨,投信,74,873531,75,881026,-1,-7494,167,1961813,0,0,167,1961813,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,電子期貨,自營商,95,1116409,102,1199768,-7,-83359,33,387751,215,2520900,-182,-2133149,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,非金電期貨,外資及陸資,65,10569,48,7807,17,2762,19,3078,38,6163,-19,-3085,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260817,非金電期貨,自營商,65,10563,129,20960,-64,-10396,294,47680,479,77608,-185,-29928,2026-08-18 16:03:45 CST,2026-08-18 16:03:45 CST
20260819,ETF期貨,外資及陸資,6010,3961587,6180,3765762,-170,195825,10996,8436136,3188,1734639,7808,6701497,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,ETF期貨,投信,0,0,0,0,0,0,11166,10606751,45,18320,11121,10588431,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,ETF期貨,自營商,7177,3220430,9152,3845379,-1975,-624949,11265,4331696,35774,22443273,-24509,-18111577,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,半導體30期貨,自營商,29,21900,31,23458,-2,-1557,13,9779,25,18805,-12,-9026,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,富櫃200期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,富櫃200期貨,投信,0,0,0,0,0,0,29,25593,0,0,29,25593,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,富櫃200期貨,自營商,1,891,2,1779,-1,-888,0,0,11,9708,-11,-9708,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型臺指期貨,外資及陸資,93770,209575280,94136,210382870,-366,-807590,2029,4515512,3173,7060060,-1144,-2544548,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型臺指期貨,投信,0,0,4,8898,-4,-8898,109,242525,156,347100,-47,-104575,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型臺指期貨,自營商,12430,27775102,13807,30855152,-1377,-3080050,1714,3830049,9487,21152186,-7773,-17322137,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型金融期貨,外資及陸資,139,109724,143,112766,-4,-3042,0,0,12,9443,-12,-9443,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型金融期貨,自營商,14,11053,54,42669,-40,-31616,9,7083,29,22822,-20,-15739,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型電子期貨,外資及陸資,473,673043,478,680434,-5,-7391,14,19835,9,12751,5,7084,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型電子期貨,投信,0,0,0,0,0,0,77,109090,0,0,77,109090,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,小型電子期貨,自營商,252,358779,293,416477,-41,-57697,0,0,61,86422,-61,-86422,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,微型臺指期貨,外資及陸資,139449,62362478,139994,62603291,-545,-240812,712,316847,1236,550020,-524,-233173,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,微型臺指期貨,自營商,28331,12667665,33657,15045397,-5326,-2377732,2898,1295233,31423,14013560,-28525,-12718327,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,東證期貨,外資及陸資,381,310426,379,307806,2,2620,0,0,141,113279,-141,-113279,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,東證期貨,自營商,362,293578,380,309184,-18,-15606,57,45632,39,31432,18,14200,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國標普500期貨,外資及陸資,6,9281,3,4646,3,4636,56,86539,97,149632,-41,-63093,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國標普500期貨,投信,0,0,0,0,0,0,1,1543,0,0,1,1543,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國標普500期貨,自營商,0,0,3,4660,-3,-4660,3,4628,29,45078,-26,-40450,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國費城半導體期貨,外資及陸資,20,19481,47,45480,-27,-26000,408,388579,126,120018,282,268561,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國費城半導體期貨,自營商,35,33590,36,34483,-1,-893,0,0,472,449533,-472,-449533,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國道瓊期貨,外資及陸資,20,21419,23,24580,-3,-3161,167,178773,92,98225,75,80548,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國道瓊期貨,投信,0,0,0,0,0,0,1,1068,0,0,1,1068,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國道瓊期貨,自營商,9,9615,6,6438,3,3177,0,0,67,71841,-67,-71841,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國那斯達克100期貨,外資及陸資,703,1039230,776,1147595,-73,-108366,27,40154,367,541795,-340,-501641,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2949,0,0,2,2949,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,美國那斯達克100期貨,自營商,203,300053,259,383127,-56,-83074,0,0,245,362372,-245,-362372,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,股票期貨,外資及陸資,335104,194829205,341544,193136531,-6440,1692674,133473,118686090,495739,297408066,-362266,-178721976,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,股票期貨,投信,2525,4949168,2506,4915578,19,33590,2950,5782584,185,32133,2765,5750451,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,股票期貨,自營商,81614,41931820,78490,42669950,3124,-738130,58161,19118445,228919,160100390,-170758,-140981945,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺灣永續期貨,自營商,1,2478,31,76728,-30,-74251,7,17431,7,17431,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺灣生技期貨,自營商,0,0,1,219,-1,-219,0,0,6,1312,-6,-1312,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺股期貨,外資及陸資,57364,512657298,56615,505993163,749,6664135,6692,59563282,88193,784936135,-81501,-725372853,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺股期貨,投信,1024,9144362,2267,20197389,-1243,-11053027,78301,696878900,3512,31256800,74789,665622100,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,臺股期貨,自營商,8335,74442962,8143,72750425,192,1692537,5957,53044169,3395,30256785,2562,22787384,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,航運期貨,自營商,0,0,5,1045,-5,-1045,0,0,5,1046,-5,-1046,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,英國富時100期貨,外資及陸資,0,0,0,0,0,0,52,28021,0,0,52,28021,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,英國富時100期貨,自營商,23,12371,23,12381,0,-10,56,30086,29,15690,27,14396,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,金融期貨,外資及陸資,162,511064,191,602675,-29,-91612,25,78695,127,399771,-102,-321076,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,金融期貨,投信,15,47332,19,59780,-4,-12449,34,107025,0,0,34,107025,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,金融期貨,自營商,73,230115,86,271198,-13,-41082,10,31478,45,141651,-35,-110173,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,電子期貨,外資及陸資,127,1445137,85,967679,42,477458,38,430692,260,2946840,-222,-2516148,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,電子期貨,投信,0,0,1,11344,-1,-11344,166,1881444,0,0,166,1881444,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,電子期貨,自營商,70,798397,88,1002917,-18,-204520,2,22668,69,782046,-67,-759378,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,非金電期貨,外資及陸資,35,5592,90,14394,-55,-8803,8,1263,66,10417,-58,-9154,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260819,非金電期貨,自營商,154,24631,116,18535,38,6096,270,42617,67,10575,203,32042,2026-08-20 16:06:01 CST,2026-08-20 16:06:01 CST
20260821,ETF期貨,外資及陸資,5330,3537723,4819,3295723,511,242001,11125,8551502,3711,2018100,7414,6533402,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,ETF期貨,投信,0,0,0,0,0,0,11166,10761453,45,18302,11121,10743151,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,ETF期貨,自營商,3405,1330782,2444,1164446,961,166336,11799,4843181,35683,23000982,-23884,-18157801,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,半導體30期貨,自營商,43,32572,32,24149,11,8423,14,10692,16,12217,-2,-1525,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,富櫃200期貨,外資及陸資,0,0,0,0,0,0,1,888,0,0,1,888,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,富櫃200期貨,投信,0,0,0,0,0,0,29,25738,0,0,29,25738,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,富櫃200期貨,自營商,5,4431,4,3549,1,883,0,0,9,7988,-9,-7988,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型臺指期貨,外資及陸資,120967,271193833,120764,270741769,203,452064,2068,4668287,2772,6256453,-704,-1588166,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型臺指期貨,投信,2,4514,0,0,2,4514,109,246002,153,345306,-44,-99304,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型臺指期貨,自營商,7025,15771356,7257,16302168,-232,-530812,2089,4729199,10355,23410367,-8266,-18681168,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型金融期貨,外資及陸資,187,148135,183,145072,4,3063,2,1601,6,4803,-4,-3202,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型金融期貨,自營商,150,118928,6,4733,144,114195,63,50432,6,4803,57,45629,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型電子期貨,外資及陸資,537,764229,503,715694,34,48535,39,55745,2,2859,37,52886,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型電子期貨,投信,0,0,0,0,0,0,77,110060,0,0,77,110060,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,小型電子期貨,自營商,93,132706,29,41328,64,91378,60,85761,102,145802,-42,-60041,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,微型臺指期貨,外資及陸資,190919,85574570,183919,82424505,7000,3150065,5495,2480501,32,14458,5463,2466043,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,微型臺指期貨,自營商,19516,8777380,17876,8004250,1640,773130,3535,1601396,27452,12418341,-23917,-10816945,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,東證期貨,外資及陸資,477,384821,400,322953,77,61868,0,0,186,151538,-186,-151538,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,東證期貨,自營商,448,361953,520,419714,-72,-57760,70,56994,3,2434,67,54560,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國標普500期貨,外資及陸資,1,1560,4,6162,-3,-4602,55,84586,97,148856,-42,-64270,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國標普500期貨,投信,0,0,0,0,0,0,1,1535,0,0,1,1535,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國標普500期貨,自營商,0,0,1,1560,-1,-1560,2,3069,30,46430,-28,-43361,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國費城半導體期貨,外資及陸資,7,6524,7,6608,0,-83,390,369720,120,113776,270,255944,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國費城半導體期貨,自營商,14,13227,1,945,13,12282,0,0,472,447456,-472,-447456,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國道瓊期貨,外資及陸資,22,23425,61,64854,-39,-41429,137,145414,103,109015,34,36399,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國道瓊期貨,投信,0,0,0,0,0,0,1,1058,0,0,1,1058,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國道瓊期貨,自營商,0,0,6,6356,-6,-6356,0,0,73,77577,-73,-77577,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國那斯達克100期貨,外資及陸資,966,1419595,1008,1480317,-42,-60722,22,32648,361,530411,-339,-497763,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2936,0,0,2,2936,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,美國那斯達克100期貨,自營商,255,374441,247,363105,8,11336,0,0,191,281786,-191,-281786,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,股票期貨,外資及陸資,211637,121775748,222299,128613701,-10662,-6837953,155620,131026635,549547,324976147,-393927,-193949512,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,股票期貨,投信,23,41406,0,0,23,41406,2952,5879976,185,32462,2767,5847514,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,股票期貨,自營商,30059,13463470,33550,14663959,-3491,-1200488,72666,24097331,240427,164836465,-167761,-140739134,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺灣永續期貨,自營商,0,0,0,0,0,0,7,17513,7,17513,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺灣生技期貨,自營商,0,0,3,676,-3,-676,0,0,9,2027,-9,-2027,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺股期貨,外資及陸資,50987,457493063,51191,459352744,-204,-1859681,6735,60805243,89329,806446757,-82594,-745641514,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺股期貨,投信,540,4873561,49,442229,491,4431333,79713,719617079,3397,30666757,76316,688950322,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,臺股期貨,自營商,3530,31723637,3851,34638601,-321,-2914964,5096,46031209,3397,30705944,1699,15325265,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,航運期貨,自營商,7,1521,5,1101,2,420,0,0,4,883,-4,-883,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,英國富時100期貨,外資及陸資,27,14540,25,13464,2,1077,38,20561,0,0,38,20561,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,英國富時100期貨,自營商,0,0,4,2168,-4,-2168,72,38815,33,17898,39,20917,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,金融期貨,外資及陸資,299,946410,252,796007,47,150402,72,230544,201,643602,-129,-413058,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,金融期貨,投信,0,0,0,0,0,0,34,108868,0,0,34,108868,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,金融期貨,自營商,79,249106,34,108211,45,140895,57,182514,38,121676,19,60838,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,電子期貨,外資及陸資,102,1161320,99,1126461,3,34860,41,468827,272,3110266,-231,-2641439,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,電子期貨,投信,0,0,4,45791,-4,-45791,149,1703785,0,0,149,1703785,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,電子期貨,自營商,33,374853,55,626720,-22,-251868,16,183020,99,1132109,-83,-949089,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,非金電期貨,外資及陸資,50,8124,59,9635,-9,-1511,5,823,100,16462,-95,-15639,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260821,非金電期貨,自營商,68,11133,109,17791,-41,-6659,289,47577,109,17944,180,29633,2026-08-24 16:11:28 CST,2026-08-24 16:11:28 CST
20260824,ETF期貨,外資及陸資,3378,2177534,3802,2375732,-424,-198198,10970,8405441,3980,2117953,6990,6287488,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,ETF期貨,投信,0,0,0,0,0,0,11166,10672147,45,18090,11121,10654057,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,ETF期貨,自營商,1401,764252,2638,1039526,-1237,-275274,11389,4523120,36510,22794459,-25121,-18271339,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,半導體30期貨,自營商,18,13882,6,4632,12,9251,18,13716,8,6091,10,7625,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,富櫃200期貨,外資及陸資,0,0,0,0,0,0,1,888,0,0,1,888,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,富櫃200期貨,投信,0,0,0,0,0,0,29,25758,0,0,29,25758,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,富櫃200期貨,自營商,0,0,0,0,0,0,0,0,9,7994,-9,-7994,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,小型臺指期貨,外資及陸資,99636,224731778,101321,228526315,-1685,-3794537,1655,3703415,4382,9803042,-2727,-6099627,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,小型臺指期貨,投信,0,0,2,4471,-2,-4471,109,243833,155,346735,-46,-102902,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,小型臺指期貨,自營商,6658,15009569,5577,12577382,1081,2432187,2263,5077125,9405,21086123,-7142,-16008998,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
20260824,小型金融期貨,外資及陸資,79,62851,78,62062,1,789,3,2374,6,4747,-3,-2373,2026-08-25 16:08:32 CST,2026-08-25 16:08:32 CST
